Severity 1-day,Severity 2-day,Severity 3-day,Severity 4-day,Severity 5-day,Severity 6-day,Severity 7-day,Total Deaths Hospital,Hospital Name,CMS Certification Number,countyFIPS,CountyName,StateName,System Affiliation
1,1,1,1,1,1,1,0.08,Kindred Hospital - Tomball,452074,48201,Harris,Texas,"Kindred Healthcare - Louisville, KY"
1,1,1,1,1,1,1,0.08,UT Health Harris County Psychiatric Center,454076,48201,Harris,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.08,Select Specialty Hospital - Columbus Victorian Village,362022,39049,Franklin,Ohio,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.08,Mercy Iowa City,160029,19103,Johnson,Iowa,"Not In Any System - ,"
1,1,1,1,1,1,1,0.08,Memorial Hospital of Tampa,100206,12057,Hillsborough,Florida,"HCA Healthcare - Nashville, TN"
1,1,1,1,1,1,1,0.08,CHI St. Luke's Health - Patients Medical Center,670031,48201,Harris,Texas,"CommonSpirit Health - Englewood, CO"
1,1,1,1,1,1,1,0.08,University Hospitals Avon Rehabilitation Hospital,363039,39093,Lorain,Ohio,"Not In Any System - ,"
1,1,1,1,1,1,1,0.08,Mid-Jefferson Extended Care Hospital,452083,48245,Jefferson,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.08,Regency Meridian,252006,28075,Lauderdale,Mississippi,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.08,Vibra Specialty Hospital Portland,382004,41051,Multnomah,Oregon,"Vibra Healthcare - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.08,The Hospital at Westlake Medical Center,670006,48453,Travis,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.08,UW Health Rehabilitation Hospital,523028,55025,Dane,Wisconsin,"Not In Any System - ,"
1,1,1,1,1,1,1,0.08,Woodland Springs,454144,48339,Montgomery,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,Reno Behavioral Healthcare Hospital,294015,32031,Washoe,Nevada,"Signature Healthcare Services, LLC - Glendale, AZ"
1,1,1,1,1,1,1,0.07,Baptist Health Rehabilitation Institute-Little Rock,43026,5119,Pulaski,Arkansas,"Baptist Health - Little Rock, AR"
1,1,1,1,1,1,1,0.07,Bear Valley Community Hospital,51335,6071,San Bernardino,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,Encompass Health Rehabilitation Hospital of Arlington,453040,48439,Tarrant,Texas,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.07,Cascade Medical Center,501313,53007,Chelan,Washington,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,Langley Porter Psychiatric Hospital and Clinics,54144,6075,San Francisco,California,"University of California Health - Oakland, CA"
1,1,1,1,1,1,1,0.07,CHI St. Luke's Health - The Vintage Hospital,670075,48201,Harris,Texas,"CommonSpirit Health - Englewood, CO"
1,1,1,1,1,1,1,0.07,"Encompass Health Rehabilitation Hospital, a partner of Memorial Hospital at Gulfport",253027,28047,Harrison,Mississippi,"Not In Any System - ,"
1,1,1,1,1,1,2,0.07,Northern Virginia Mental Health Institute,494010,51059,Fairfax,Virginia,"Virginia Department of Behavioral Health and Developmental Services - Richmond, VA"
1,1,1,1,1,1,1,0.07,LifeCare Hospitals of San Antonio,452059,48029,Bexar,Texas,"Post Acute Medical - Camp Hill, PA"
1,1,1,1,1,1,1,0.07,Vibra Hospital of Northwestern Indiana,152028,18089,Lake,Indiana,"Vibra Healthcare - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.07,Wide Horizon,61991,8059,Jefferson,Colorado,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,Saint John's Nursing Center,103027,12011,Broward,Florida,"Catholic Health Services - Lauderdale Lakes, FL"
1,1,1,1,1,1,1,0.07,Select Specialty Hospital - Memphis,442014,47157,Shelby,Tennessee,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.07,Kindred Hospital Dallas Central,452108,48113,Dallas,Texas,"Kindred Healthcare - Louisville, KY"
1,1,1,1,1,1,1,0.07,Vibra Specialty Hospital of DeSoto,452097,48113,Dallas,Texas,"Vibra Healthcare - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.07,Encompass Health Rehabilitation Hospital of Tustin,53034,6059,Orange,California,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.07,Arkansas Surgical Hospital,40147,5119,Pulaski,Arkansas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,PAM Specialty Hospital of Wilkes-Barre,392025,42079,Luzerne,Pennsylvania,"Post Acute Medical - Camp Hill, PA"
1,1,1,1,1,1,1,0.07,Piedmont Columbus Regional - Northside,110200,13215,Muscogee,Georgia,"Piedmont Healthcare - Atlanta, GA"
1,1,1,1,1,1,1,0.07,The CORE Institute Specialty Hospital,30108,4013,Maricopa,Arizona,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,Wickenburg Community Hospital,31300,4013,Maricopa,Arizona,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,UnityPoint Health - Proctor,140013,17143,Peoria,Illinois,"UnityPoint Health - Des Moines, IA"
1,1,1,1,1,1,1,0.07,Lakeside Women's Hospital,370199,40109,Oklahoma,Oklahoma,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,Hickory Trail Hospital,454065,48113,Dallas,Texas,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.07,Encompass Health Rehabilitation Hospital of Texarkana,453053,48037,Bowie,Texas,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.07,Select Specialty Hospital - North Knoxville,442015,47093,Knox,Tennessee,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.07,"Lakeland Hospital, Watervliet",230078,26021,Berrien,Michigan,"Spectrum Health - Grand Rapids, MI"
1,1,1,1,1,1,1,0.07,ClearVista Health and Wellness,364052,39093,Lorain,Ohio,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,Baylor Scott & White Orthopedic and Spine Hospital Arlington,670067,48439,Tarrant,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,Central Florida Behavioral Hospital,104072,12095,Orange,Florida,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.07,Edgerton Hospital and Health Services,521319,55105,Rock,Wisconsin,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,Emerald Coast Behavioral Hospital,104073,12005,Bay,Florida,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.07,Kindred Hospital - Albuquerque,322002,35001,Bernalillo,New Mexico,"Kindred Healthcare - Louisville, KY"
1,1,1,1,1,1,1,0.07,Bon Secours Saint Francis Hospital,420065,45019,Charleston,South Carolina,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,CHI Health Richard Young Behavioral Health,284007,31019,Buffalo,Nebraska,"CommonSpirit Health - Englewood, CO"
1,1,1,1,1,1,1,0.07,Centerstone of Florida,104040,12081,Manatee,Florida,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,Texas Orthopedic Hospital,450804,48201,Harris,Texas,"HCA Healthcare - Nashville, TN"
1,1,1,1,1,1,1,0.07,First Texas Hospital,670118,48201,Harris,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,Encompass Health Lakeshore Rehabilitation Hospital,13025,1073,Jefferson,Alabama,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.07,PAM Specialty Hospital of Tulsa,372018,40143,Tulsa,Oklahoma,"Post Acute Medical - Camp Hill, PA"
1,1,1,1,1,1,1,0.07, Encompass Health Rehabilitation Hospital of Round Rock,673032,48491,Williamson,Texas,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.07,Regional One Medical Center Extended Care Hospital,442017,47157,Shelby,Tennessee,"Regional One Health - Memphis, TN"
1,1,1,1,1,1,1,0.07,Tulsa Center for Behavioral Health,374026,40143,Tulsa,Oklahoma,"Oklahoma Department of Mental Health and Substance Abuse Services - Oklahoma City, OK"
1,1,1,1,1,1,1,0.07,Encompass Health Rehabilitation Hospital of Austin,453044,48453,Travis,Texas,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.07,Encompass Health Rehabilitation Hospital of Salisbury,213028,24045,Wicomico,Maryland,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.07,Bakersfield Heart Hospital,50724,6029,Kern,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.07,Austin Lakes Hospital,454069,48453,Travis,Texas,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.07,Promise Hospital of Salt Lake,462004,49035,Salt Lake,Utah,"Promise Healthcare - Boca Raton, FL"
1,1,1,1,1,1,1,0.07,Kindred Hospital - Greensboro,342012,37081,Guilford,North Carolina,"Kindred Healthcare - Louisville, KY"
1,1,1,1,1,1,1,0.07,Ascension Seton Shoal Creek,454029,48453,Travis,Texas,"Ascension Health - Saint Louis, MO"
1,1,1,1,1,1,1,0.07,Austin Oaks Hospital,454121,48453,Travis,Texas,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.07,Sanford South University Medical Center,350004,38017,Cass,North Dakota,"Sanford Health - Fargo, Sioux Falls, ND"
1,1,1,1,1,1,1,0.07, HCA Houston Healthcare Medical Center,450659,48201,Harris,Texas,"HCA Healthcare - Nashville, TN"
1,1,1,1,1,1,1,0.06,Healdsburg District Hospital,51321,6097,Sonoma,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,Orem Community Hospital,460043,49049,Utah,Utah,"Intermountain Health Care, Inc - Salt Lake City, UT"
1,1,1,1,1,1,1,0.06,Provo Canyon Behavioral Hospital,464014,49049,Utah,Utah,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.06,The BridgeWay Hospital,44005,5119,Pulaski,Arkansas,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.06,BayCare Alliant Hospital,102021,12103,Pinellas,Florida,"BayCare Health System - Clearwater, FL"
1,1,1,1,1,1,1,0.06,Arizona Specialty Hospital,30112,4013,Maricopa,Arizona,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,Oceans Behavioral Hospital Permian Basin,454110,48329,Midland,Texas,"Oceans Healthcare - Plano, TX"
1,1,1,1,1,1,1,0.06,Vibra Rehabilitation Hospital of Denver,63035,8001,Adams,Colorado,"Vibra Healthcare - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.06,Arizona Spine and Joint Hospital,30107,4013,Maricopa,Arizona,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,"CHI St. Vincent Sherwood Rehabilitation Hospital, a partner of Encompass Health",43031,5119,Pulaski,Arkansas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,ContinueCARE Hospital at Palmetto Health Baptist,422006,45079,Richland,South Carolina,"Community Hospital Corporation - Plano, TX"
1,1,1,1,1,1,1,0.06,Oceans Behavioral Hospital Abilene,454122,48441,Taylor,Texas,"Oceans Healthcare - Plano, TX"
1,1,1,1,1,1,1,0.06,Texas Rehabilitation Hospital of Fort Worth,673048,48439,Tarrant,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,TriHealth Evendale Hospital,360362,39061,Hamilton,Ohio,"TriHealth - Cincinnati, OH"
1,1,1,1,1,1,1,0.06,Advanced Specialty Hospital of Toledo,362038,39095,Lucas,Ohio,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,Select Specialty Hospital - Daytona Beach,102030,12127,Volusia,Florida,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.06,MISH Hospital and Clinics,170199,20091,Johnson,Kansas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,Regency Hospital of North Central Ohio -  Cleveland East,362029,39035,Cuyahoga,Ohio,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.06,Select Specialty Hospital - Wilmington,82000,10003,New Castle,Delaware,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.06,CHI St. Vincent North,40137,5119,Pulaski,Arkansas,"CommonSpirit Health - Englewood, CO"
1,1,1,1,1,1,1,0.06,River Point Behavioral Health,104016,12031,Duval,Florida,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.06,Spartanburg Medical Center - Mary Black Campus,420083,45083,Spartanburg,South Carolina,"Spartanburg Regional Healthcare System - Spartanburg, SC"
1,1,1,1,1,1,1,0.06,Landmark Hospital of Savannah,112018,13051,Chatham,Georgia,"Landmark Holdings of Missouri, LLC - Cape Girardeau, MO"
1,1,1,1,1,1,1,0.06,Select  Specialty Hospital - Cleveland Gateway,362026,39035,Cuyahoga,Ohio,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.06,Tampa Community Hospital,100255,12057,Hillsborough,Florida,"HCA Healthcare - Nashville, TN"
1,1,1,1,1,1,1,0.06,Encompass Health Rehabilitation Hospital of San Antonio,453031,48029,Bexar,Texas,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.06,Encompass Health Rehabilitation Hospital of Middletown,83026,10003,New Castle,Delaware,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.06,Kirkbride Center,394007,42101,Philadelphia,Pennsylvania,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,Kindred Hospital - Central Tampa,102013,12057,Hillsborough,Florida,"Kindred Healthcare - Louisville, KY"
1,1,1,1,1,1,1,0.06,Encompass Health Rehabilitation Hospital of City View,453042,48439,Tarrant,Texas,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.06,Lone Peak Hospital,460060,49035,Salt Lake,Utah,"HCA Healthcare - Nashville, TN"
1,1,1,1,1,1,1,0.06,UNM Children's Hospital,323307,35001,Bernalillo,New Mexico,"University of New Mexico Hospitals - Albuquerque, NM"
1,1,1,1,1,1,1,0.06,Kindred Hospital  Fort Worth,452088,48439,Tarrant,Texas,"Kindred Healthcare - Louisville, KY"
1,1,1,1,1,1,1,0.06,Intermountain Hospital,134002,16001,Ada,Idaho,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.06,Mount Carmel New Albany,360266,39049,Franklin,Ohio,"Trinity Health - Livonia, MI"
1,1,1,1,1,1,1,0.06,Foundation Surgical Hospital of San Antonio,670054,48029,Bexar,Texas,"Foundation HealthCare - Oklahoma City, OK"
1,1,1,1,1,1,1,0.06,Catalina Island Medical Center,51307,6037,Los Angeles,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,Kindred Hospital (Houston Northwest),452039,48201,Harris,Texas,"Kindred Healthcare - Louisville, KY"
1,1,1,1,1,1,1,0.06,Curahealth Tucson,32002,4019,Pima,Arizona,"Curahealth (Nautic Partners, LLC) - Providence, RI"
1,1,1,1,1,1,1,0.06,Rock Springs,454127,48491,Williamson,Texas,"Springstone, Inc. - Louisville, KY"
1,1,1,1,1,1,1,0.06,Select Specialty Hospital - Springfield,262017,29077,Greene,Missouri,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.06,Phillips Eye Institute,240196,27053,Hennepin,Minnesota,"Allina Health - Minneapolis, MN"
1,1,1,1,1,1,1,0.06,Kindred Hospital - Dallas,452015,48113,Dallas,Texas,"Kindred Healthcare - Louisville, KY"
1,1,1,1,1,1,1,0.06,Kindred Hospital Spring,452081,48201,Harris,Texas,"Kindred Healthcare - Louisville, KY"
1,1,1,1,1,1,1,0.06,Select Specialty Hospital - Quad Cities,162001,19163,Scott,Iowa,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.06,Petaluma Valley Hospital,50136,6097,Sonoma,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,Central Texas Rehabilitation Hospital,673027,48453,Travis,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,Patients Hospital of Redding,50697,6089,Shasta,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,CHI Saint Luke's Health Lakeside Hospital,670059,48339,Montgomery,Texas,"CommonSpirit Health - Englewood, CO"
1,1,1,1,1,1,1,0.06,Erlanger Behavioral Health Hospital,444026,47065,Hamilton,Tennessee,"Erlanger Health System - Chattanooga, TN"
1,1,1,1,1,1,1,0.06,Kahi Mohala Behavioral Health,124001,15003,Honolulu,Hawaii,"Sutter Health - Sacramento, CA"
1,1,1,1,1,1,1,0.06,Methodist McKinney Hospital,670069,48085,Collin,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,Cross Creek Hospital,454133,48453,Travis,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,Baylor Surgical Hospital at Las Colinas,450874,48113,Dallas,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,North Tampa Behavioral Health,104075,12101,Pasco,Florida,"Acadia Healthcare - Franklin, TN"
1,1,1,1,1,1,1,0.06,Fond du Lac County Acute Psychiatric Unit,524025,55039,Fond du Lac,Wisconsin,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,Hillcrest Memorial Hospital,420037,45045,Greenville,South Carolina,"Prisma Health - Columbia, SC"
1,1,1,1,1,1,1,0.06,Fresno Heart & Surgical Hospital,50732,6019,Fresno,California,"Community Medical Centers - Fresno, CA"
1,1,1,1,1,1,1,0.06,Methodist Rehabilitation Hospital,673031,48113,Dallas,Texas,"Methodist Health System - Dallas, TX"
1,1,1,1,1,1,1,0.06,CHRISTUS Dubuis Hospital of Beaumont,452042,48245,Jefferson,Texas,"CHRISTUS Health - Irving, TX"
1,1,1,1,1,1,1,0.06,Our Children's House Dallas,453308,48113,Dallas,Texas,"Children's Health - Dallas, TX"
1,1,1,1,1,1,1,0.06,Centerpoint Medical Center,260095,29095,Jackson,Missouri,"HCA Healthcare - Nashville, TN"
1,1,1,1,1,1,1,0.06,Ascension Sacred Heart Rehabilitation Institute,523025,55079,Milwaukee,Wisconsin,"Ascension Health - Saint Louis, MO"
1,1,1,1,1,1,1,0.06,CHRISTUS Saint Michael Rehabilitation Hospital,453065,48037,Bowie,Texas,"CHRISTUS Health - Irving, TX"
1,1,1,1,1,1,1,0.06,Select Specialty Hospital - Savannah,112011,13051,Chatham,Georgia,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.06,Sonoma Valley Hospital,50090,6097,Sonoma,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.06,Encompass Health Rehabilitation Hospital of Reading,393026,42011,Berks,Pennsylvania,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.06,Coastal Harbor Treatment Center,114008,13051,Chatham,Georgia,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.06,ThedaCare Medical Center- New London,521326,55087,Outagamie,Wisconsin,"ThedaCare, Inc - Appleton, WI"
1,1,1,1,1,1,1,0.06,Saint Luke's East Hospital,260216,29095,Jackson,Missouri,"Saint Luke's Health System - Kansas City, MO"
1,1,1,1,1,1,1,0.05,Masonicare Main Campus,70039,9009,New Haven,Connecticut,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Select Specialty Hospital - Nashville,442011,47037,Davidson,Tennessee,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.05,Texas Health Harris Methodist Hospital Southlake,450888,48439,Tarrant,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Meadowbrook Rehabilitation Hospital,173033,20091,Johnson,Kansas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Ocean View Psychiatric Facility,54153,6037,Los Angeles,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Colorado River Medical Center,51323,6071,San Bernardino,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Haven Behavioral Hospital of Phoenix,34020,4013,Maricopa,Arizona,"Haven Behavioral Healthcare, Inc. - Nashville, TN"
1,1,1,1,1,1,1,0.05,Infirmary Long Term Acute Care Hospital,12006,1097,Mobile,Alabama,"Infirmary Health System - Mobile, AL"
1,1,1,1,1,1,1,0.05,Aultman Specialty Hospital,362032,39151,Stark,Ohio,"Aultman - Canton, OH"
1,1,1,1,1,1,1,0.05,Texas Health Heart & Vascular Hospital Arlington,670071,48439,Tarrant,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Highland Springs,364053,39035,Cuyahoga,Ohio,"Springstone, Inc. - Louisville, KY"
1,1,1,1,1,1,1,0.05,Mesquite Specialty Hospital,452100,48113,Dallas,Texas,"Ernest Health, Inc. - Albuquerque, NM"
1,1,1,1,1,1,1,0.05,Hill Crest Behavioral Health Services,14000,1073,Jefferson,Alabama,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.05,Cornerstone Behavioral Health - El Dorado,34033,4019,Pima,Arizona,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Baptist Memorial Restorative Care Hospital,442010,47157,Shelby,Tennessee,"Baptist Memorial Health Care Corporation - Memphis, TN"
1,1,1,1,1,1,1,0.05,Kindred Hospital Houston Medical Center,452023,48201,Harris,Texas,"Kindred Healthcare - Louisville, KY"
1,1,1,1,1,1,1,0.05,Northwest Hills Surgical Hospital,450808,48453,Travis,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Select Specialty Hospital - Lexington,182003,21067,Fayette,Kentucky,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.05,Encompass Health Rehabilitation Hospital of the Mid Cities,673044,48439,Tarrant,Texas,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.05,Kensington Hospital,390025,42101,Philadelphia,Pennsylvania,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,OhioHealth Rehabilitation Hospital,363037,39049,Franklin,Ohio,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Cobalt Rehabilitation Hospital of Surprise,33039,4013,Maricopa,Arizona,"Curahealth (Nautic Partners, LLC) - Providence, RI"
1,1,1,1,1,1,1,0.05,Spring Harbor Hospital,204005,23005,Cumberland,Maine,"MaineHealth - Portland, ME"
1,1,1,1,1,1,1,0.05,South Texas Spine & Surgical Hospital,450856,48029,Bexar,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Rehabilitation Hospital of Fort Wayne,153030,18003,Allen,Indiana,"Community Health Systems, Inc. (CHS) - Franklin, TN"
1,1,1,1,1,1,1,0.05,Salt Lake Behavioral Health,464013,49035,Salt Lake,Utah,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.05,Good Shepherd Specialty Hospital,392033,42077,Lehigh,Pennsylvania,"Good Shepherd - Allentown, PA"
1,1,1,1,1,1,1,0.05,Texas Rehabilitation Hospital of Arlington,673060,48439,Tarrant,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Heritage Psychiatric Health Center,54146,6001,Alameda,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Encompass Health Rehabilitation Hospital of Dallas,673043,48113,Dallas,Texas,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.05,Curahealth Hospital Jacksonville,102012,12031,Duval,Florida,"Curahealth (Nautic Partners, LLC) - Providence, RI"
1,1,1,1,1,1,1,0.05,Arise Austin Medical Center,450871,48453,Travis,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Newport Bay Hospital,54135,6059,Orange,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,NeuroBehavioral Hospital of Northwest Indiana / Chicago,154065,18089,Lake,Indiana,"NeuroPsychiatric Hospitals - South Bend, IN"
1,1,1,1,1,1,1,0.05,Garland Behavioral Hospital,454138,48113,Dallas,Texas,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.05,Select Rehabilitation Hospital of San Antonio,673040,48029,Bexar,Texas,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.05,Saint Luke's Rehabilitation Hospital,263030,29189,St. Louis,Missouri,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Cornerstone Specialty Hospitals Conroe,452107,48339,Montgomery,Texas,"Cornerstone Healthcare Group - Dallas, TX"
1,1,1,1,1,1,1,0.05,Westfield Memorial Hospital,330166,36013,Chautauqua,New York,"Allegheny Health Network - Pittsburgh, PA"
1,1,1,1,1,1,1,0.05,Forest View Psychiatric Hospital,234030,26081,Kent,Michigan,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.05,Encompass Health Rehabilitation Hospital of Bakersfield,53031,6029,Kern,California,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.05,Haven Behavioral Hospital of Eastern Pennsylvania,394052,42011,Berks,Pennsylvania,"Haven Behavioral Healthcare, Inc. - Nashville, TN"
1,1,1,1,1,1,1,0.05,Baylor Scott & White Texas Spine & Joint Hospital,450864,48423,Smith,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Encompass Health Rehabilitation Hospital of Plano,453047,48085,Collin,Texas,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.05,Texas Health Center for Diagnostics & Surgery,450891,48085,Collin,Texas,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,Select Specialty Hospital - Muskegon,232021,26121,Muskegon,Michigan,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,1,1,0.05,Henry Ford Allegiance Specialty Hospital,232036,26075,Jackson,Michigan,"Henry Ford Health System - Detroit, MI"
1,1,1,1,1,1,1,0.05,Encompass Health Rehabilitation Hospital The Woodlands,453059,48339,Montgomery,Texas,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.05,Encompass Health Rehabilitation Hospital of Montgomery,13028,1101,Montgomery,Alabama,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.05,Wesley Woodlawn Hospital & ER,170202,20173,Sedgwick,Kansas,"HCA Healthcare - Nashville, TN"
1,1,1,1,1,1,1,0.05,Saint Alphonsus Neighborhood Hospital - South Nampa,130072,16027,Canyon,Idaho,"Trinity Health - Livonia, MI"
1,1,1,1,1,1,1,0.05,Children's Wisconsin - Fox Valley Hospital,523302,55139,Winnebago,Wisconsin,"Children's Wisconsin - Milwaukee, WI"
1,1,1,1,1,1,1,0.05,North Mississippi State Hospital,254009,28081,Lee,Mississippi,"Mississippi Department of Mental Health - Jackson, MS"
1,1,1,1,1,1,1,0.05,Truman Medical Center Lakewood,260102,29095,Jackson,Missouri,"Truman Medical Centers - Kansas City, MO"
1,1,1,1,1,1,1,0.05,Fresno Surgical Hospital,50708,6019,Fresno,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.05,CHI Health Immanuel,280081,31055,Douglas,Nebraska,"CommonSpirit Health - Englewood, CO"
1,1,1,1,1,1,1,0.05,UPMC Pinnacle Community Osteopathic Campus,390206,42043,Dauphin,Pennsylvania,"University of Pittsburgh Medical Center (UPMC) - Pittsburgh, PA"
1,1,1,1,1,1,1,0.05, California Department of State Hospitals - Napa,54122,6055,Napa,California,"California Health & Human Services Agency - Sacramento, CA"
1,1,1,1,1,1,1,0.05,The Carolina Center for Behavioral Health,424010,45045,Greenville,South Carolina,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,1,1,0.05,Cornerstone Specialty Hospitals Bellaire,452032,48201,Harris,Texas,"Cornerstone Healthcare Group - Dallas, TX"
1,1,1,1,1,1,1,0.05,Encompass Health Rehabilitation Hospital of Cincinnati,363034,39061,Hamilton,Ohio,"Encompass Health - Birmingham, AL"
1,1,1,1,1,1,1,0.05,Seton Medical Center Harker Heights,670080,48027,Bell,Texas,"Not In Any System - ,"
